x_real, y_real, speed, time
-188.254, -449.679, 20.716, 48.269
-188.394, -450.357, 20.784, 48.302
-188.535, -451.037, 20.852, 48.335
-188.677, -451.720, 20.920, 48.368
-188.819, -452.404, 20.989, 48.401
-188.961, -453.091, 21.059, 48.434
-189.104, -453.781, 21.129, 48.467
-189.247, -454.472, 21.200, 48.500
-189.391, -455.166, 21.271, 48.533
-189.535, -455.862, 21.342, 48.566
-189.679, -456.560, 21.413, 48.599
-189.824, -457.261, 21.485, 48.632
-189.969, -457.965, 21.557, 48.665
-190.114, -458.670, 21.629, 48.698
-190.259, -459.379, 21.702, 48.731
-190.404, -460.089, 21.774, 48.764
-190.549, -460.802, 21.847, 48.797
-190.693, -461.518, 21.919, 48.830
-190.838, -462.236, 21.992, 48.863
-190.982, -462.957, 22.065, 48.896
-191.126, -463.680, 22.137, 48.929
-191.269, -464.406, 22.206, 48.962
-191.412, -465.133, 22.268, 48.995
-191.554, -465.863, 22.321, 49.028
-191.696, -466.595, 22.363, 49.061
-191.837, -467.327, 22.394, 49.094
-191.977, -468.061, 22.414, 49.127
-192.116, -468.795, 22.423, 49.160
-192.254, -469.529, 22.422, 49.193
-192.391, -470.263, 22.413, 49.226
-192.526, -470.997, 22.398, 49.259
-192.661, -471.730, 22.380, 49.292
-192.795, -472.463, 22.360, 49.325
-192.928, -473.195, 22.339, 49.358
-193.059, -473.927, 22.319, 49.391
-193.190, -474.659, 22.302, 49.424
-193.320, -475.390, 22.287, 49.457
-193.449, -476.121, 22.275, 49.490
-193.578, -476.852, 22.266, 49.523
-193.705, -477.583, 22.260, 49.556
-193.832, -478.313, 22.257, 49.589
-193.959, -479.044, 22.256, 49.622
-194.085, -479.776, 22.257, 49.655
-194.210, -480.507, 22.260, 49.688
-194.335, -481.238, 22.263, 49.721
-194.460, -481.970, 22.267, 49.754
-194.584, -482.702, 22.271, 49.787
-194.707, -483.434, 22.274, 49.820
-194.831, -484.166, 22.278, 49.853
-194.954, -484.899, 22.280, 49.886
-195.076, -485.631, 22.282, 49.919
-195.199, -486.364, 22.283, 49.952
-195.321, -487.097, 22.284, 49.985
-195.442, -487.829, 22.284, 50.018
-195.563, -488.562, 22.283, 50.051
-195.684, -489.295, 22.282, 50.084
-195.805, -490.028, 22.281, 50.117
-195.925, -490.761, 22.279, 50.150
-196.044, -491.494, 22.277, 50.183
-196.164, -492.227, 22.276, 50.216
-196.282, -492.959, 22.274, 50.249
-196.401, -493.692, 22.273, 50.282
-196.519, -494.425, 22.271, 50.315
-196.637, -495.158, 22.270, 50.348
-196.754, -495.891, 22.269, 50.381
-196.870, -496.624, 22.268, 50.414
-196.987, -497.357, 22.267, 50.447
-197.103, -498.090, 22.267, 50.480
-197.218, -498.824, 22.266, 50.513
-197.333, -499.557, 22.266, 50.546
-197.448, -500.290, 22.266, 50.579
-197.562, -501.023, 22.265, 50.612
-197.675, -501.757, 22.265, 50.645
-197.788, -502.490, 22.265, 50.678
-197.901, -503.224, 22.265, 50.711
-198.013, -503.957, 22.264, 50.744
-198.125, -504.691, 22.264, 50.777
-198.237, -505.425, 22.264, 50.810
-198.348, -506.159, 22.263, 50.843
-198.458, -506.892, 22.263, 50.876
-198.568, -507.626, 22.262, 50.909
-198.678, -508.360, 22.262, 50.942
-198.787, -509.094, 22.261, 50.975
-198.896, -509.828, 22.261, 51.008
-199.004, -510.562, 22.260, 51.041
-199.112, -511.296, 22.260, 51.074
-199.220, -512.031, 22.259, 51.107
-199.327, -512.765, 22.259, 51.140
-199.434, -513.499, 22.258, 51.173
-199.541, -514.233, 22.258, 51.206
-199.647, -514.967, 22.257, 51.239
-199.752, -515.702, 22.257, 51.272
-199.858, -516.436, 22.256, 51.305
-199.963, -517.171, 22.256, 51.338
-200.067, -517.905, 22.256, 51.371
-200.171, -518.639, 22.255, 51.404
-200.275, -519.374, 22.255, 51.437
-200.379, -520.109, 22.254, 51.470
-200.482, -520.843, 22.254, 51.503
-200.584, -521.578, 22.254, 51.536
-200.687, -522.312, 22.253, 51.569
-200.789, -523.047, 22.253, 51.602
-200.890, -523.782, 22.253, 51.635
-200.991, -524.517, 22.252, 51.668
-201.092, -525.252, 22.250, 51.701
-201.193, -525.986, 22.240, 51.734
-201.293, -526.720, 22.220, 51.767
-201.392, -527.453, 22.192, 51.800
-201.491, -528.185, 22.156, 51.833
-201.590, -528.916, 22.115, 51.866
-201.688, -529.645, 22.070, 51.899
-201.785, -530.373, 22.022, 51.932
-201.882, -531.099, 21.972, 51.965
-201.978, -531.823, 21.921, 51.998
-202.074, -532.546, 21.871, 52.031
-202.169, -533.267, 21.822, 52.064
-202.263, -533.987, 21.775, 52.097
-202.357, -534.706, 21.729, 52.130
-202.450, -535.423, 21.686, 52.163
-202.543, -536.138, 21.645, 52.196
-202.635, -536.853, 21.606, 52.229
-202.727, -537.566, 21.569, 52.262
-202.818, -538.279, 21.533, 52.295
-202.909, -538.990, 21.499, 52.328
-202.999, -539.700, 21.465, 52.361
-203.089, -540.409, 21.432, 52.394
-203.178, -541.117, 21.400, 52.427
-203.267, -541.824, 21.367, 52.460
-203.355, -542.530, 21.334, 52.493
-203.443, -543.235, 21.301, 52.526
-203.530, -543.939, 21.268, 52.559
-203.617, -544.641, 21.234, 52.592
-203.703, -545.343, 21.199, 52.625
-203.789, -546.043, 21.165, 52.658
-203.874, -546.743, 21.129, 52.691
-203.959, -547.441, 21.094, 52.724
-204.044, -548.138, 21.058, 52.757
-204.128, -548.834, 21.022, 52.790
-204.211, -549.529, 20.986, 52.823
-204.294, -550.223, 20.951, 52.856
-204.377, -550.915, 20.915, 52.889
-204.459, -551.607, 20.879, 52.922
-204.541, -552.297, 20.844, 52.955
-204.622, -552.986, 20.808, 52.988
-204.702, -553.674, 20.773, 53.021
-204.782, -554.361, 20.738, 53.054
-204.862, -555.047, 20.703, 53.087
-204.941, -555.731, 20.668, 53.120
-205.020, -556.415, 20.634, 53.153
-205.098, -557.097, 20.599, 53.186
-205.176, -557.779, 20.565, 53.219
-205.254, -558.459, 20.531, 53.252
-205.331, -559.138, 20.497, 53.285
-205.407, -559.816, 20.463, 53.318
-205.483, -560.493, 20.429, 53.351
-205.558, -561.169, 20.394, 53.384
-205.633, -561.844, 20.361, 53.417
-205.708, -562.518, 20.327, 53.450
-205.782, -563.190, 20.293, 53.483
-205.856, -563.862, 20.259, 53.516
-205.929, -564.532, 20.225, 53.549
-206.001, -565.202, 20.191, 53.582
-206.074, -565.870, 20.157, 53.615
-206.145, -566.537, 20.124, 53.648
-206.217, -567.204, 20.090, 53.681
-206.288, -567.869, 20.057, 53.714
-206.358, -568.533, 20.023, 53.747
-206.428, -569.196, 19.990, 53.780
-206.497, -569.857, 19.956, 53.813
-206.566, -570.518, 19.923, 53.846
-206.635, -571.178, 19.890, 53.879
-206.703, -571.837, 19.856, 53.912
-206.770, -572.494, 19.823, 53.945
-206.838, -573.151, 19.790, 53.978
-206.904, -573.806, 19.757, 54.011
-206.971, -574.461, 19.724, 54.044
-207.036, -575.114, 19.691, 54.077
-207.102, -575.766, 19.658, 54.110
-207.166, -576.417, 19.626, 54.143
-207.231, -577.068, 19.593, 54.176
-207.295, -577.717, 19.560, 54.209
-207.358, -578.365, 19.528, 54.242
-207.421, -579.012, 19.495, 54.275
-207.483, -579.658, 19.463, 54.308
-207.545, -580.303, 19.430, 54.341
-207.607, -580.947, 19.398, 54.374
-207.668, -581.590, 19.365, 54.407
-207.728, -582.232, 19.333, 54.440
-207.789, -582.872, 19.301, 54.473
-207.848, -583.512, 19.269, 54.506
-207.907, -584.151, 19.237, 54.539
-207.966, -584.789, 19.205, 54.572
-208.024, -585.425, 19.173, 54.605
-208.082, -586.061, 19.141, 54.638
-208.139, -586.696, 19.109, 54.671
-208.196, -587.329, 19.077, 54.704
-208.252, -587.962, 19.045, 54.737
-208.308, -588.594, 19.013, 54.770
-208.363, -589.224, 18.982, 54.803
-208.418, -589.854, 18.950, 54.836
-208.473, -590.482, 18.918, 54.869
-208.526, -591.110, 18.887, 54.902
-208.580, -591.736, 18.855, 54.935
-208.633, -592.362, 18.824, 54.968
-208.685, -592.986, 18.793, 55.001
-208.737, -593.610, 18.761, 55.034
-208.789, -594.232, 18.730, 55.067
-208.840, -594.854, 18.699, 55.100
-208.890, -595.474, 18.668, 55.133
-208.940, -596.094, 18.637, 55.166
-208.990, -596.712, 18.606, 55.199
-209.039, -597.330, 18.575, 55.232
-209.087, -597.946, 18.544, 55.265
-209.135, -598.562, 18.513, 55.298
-209.182, -599.176, 18.482, 55.331
-209.229, -599.790, 18.452, 55.364
-209.276, -600.402, 18.421, 55.397
-209.322, -601.014, 18.390, 55.430
-209.367, -601.624, 18.360, 55.463
-209.412, -602.234, 18.329, 55.496
-209.456, -602.842, 18.299, 55.529
-209.500, -603.450, 18.268, 55.562
-209.543, -604.057, 18.238, 55.595
-209.586, -604.662, 18.207, 55.628
-209.628, -605.267, 18.177, 55.661
-209.670, -605.871, 18.147, 55.694
-209.711, -606.473, 18.117, 55.727
-209.752, -607.075, 18.087, 55.760
-209.792, -607.676, 18.056, 55.793
-209.831, -608.276, 18.026, 55.826
-209.870, -608.875, 17.996, 55.859
-209.909, -609.473, 17.967, 55.892
-209.946, -610.069, 17.937, 55.925
-209.984, -610.665, 17.907, 55.958
-210.020, -611.260, 17.877, 55.991
-210.056, -611.855, 17.847, 56.024
-210.092, -612.448, 17.818, 56.057
-210.127, -613.040, 17.788, 56.090
-210.161, -613.631, 17.759, 56.123
-210.195, -614.221, 17.729, 56.156
-210.228, -614.811, 17.699, 56.189
-210.260, -615.399, 17.670, 56.222
-210.292, -615.986, 17.641, 56.255
-210.324, -616.573, 17.612, 56.288
-210.354, -617.158, 17.582, 56.321
-210.384, -617.743, 17.553, 56.354
-210.414, -618.326, 17.524, 56.387
-210.443, -618.909, 17.495, 56.420
-210.471, -619.491, 17.466, 56.453
-210.499, -620.072, 17.437, 56.486
-210.526, -620.651, 17.408, 56.519
-210.552, -621.230, 17.379, 56.552
-210.577, -621.808, 17.350, 56.585
-210.602, -622.385, 17.321, 56.618
-210.627, -622.961, 17.292, 56.651
-210.650, -623.537, 17.263, 56.684
-210.673, -624.111, 17.235, 56.717
-210.695, -624.684, 17.206, 56.750
-210.717, -625.257, 17.178, 56.783
-210.738, -625.828, 17.149, 56.816
-210.758, -626.399, 17.121, 56.849
-210.777, -626.968, 17.092, 56.882
-210.796, -627.537, 17.064, 56.915
-210.814, -628.105, 17.036, 56.948
-210.831, -628.672, 17.007, 56.981
-210.847, -629.238, 16.979, 57.014
-210.862, -629.803, 16.951, 57.047
-210.877, -630.367, 16.923, 57.080
-210.891, -630.930, 16.895, 57.113
-210.904, -631.492, 16.866, 57.146
-210.916, -632.054, 16.838, 57.179
-210.927, -632.614, 16.810, 57.212
-210.938, -633.174, 16.782, 57.245
-210.947, -633.732, 16.755, 57.278
-210.956, -634.290, 16.727, 57.311
-210.964, -634.847, 16.699, 57.344
-210.971, -635.403, 16.671, 57.377
-210.977, -635.958, 16.644, 57.410
-210.982, -636.512, 16.616, 57.443
-210.986, -637.065, 16.588, 57.476
-210.989, -637.617, 16.561, 57.509
-210.991, -638.169, 16.533, 57.542
-210.992, -638.719, 16.506, 57.575
-210.991, -639.268, 16.479, 57.608
-210.990, -639.817, 16.451, 57.641
-210.988, -640.365, 16.424, 57.674
-210.985, -640.911, 16.397, 57.707
-210.980, -641.457, 16.370, 57.740
-210.975, -642.002, 16.342, 57.773
-210.968, -642.546, 16.315, 57.806
-210.960, -643.089, 16.288, 57.839
-210.950, -643.631, 16.261, 57.872
-210.940, -644.173, 16.234, 57.905
-210.928, -644.713, 16.207, 57.938
-210.914, -645.252, 16.180, 57.971
-210.899, -645.791, 16.153, 58.004
-210.883, -646.328, 16.127, 58.037
-210.865, -646.865, 16.100, 58.070
-210.846, -647.400, 16.073, 58.103
-210.825, -647.935, 16.046, 58.136
-210.803, -648.469, 16.020, 58.169
-210.779, -649.002, 15.993, 58.202
-210.753, -649.533, 15.967, 58.235
-210.726, -650.064, 15.940, 58.268
-210.697, -650.594, 15.914, 58.301
-210.666, -651.123, 15.887, 58.334
-210.633, -651.651, 15.861, 58.367
-210.598, -652.177, 15.835, 58.400
-210.561, -652.703, 15.808, 58.433
-210.521, -653.228, 15.782, 58.466
-210.480, -653.752, 15.755, 58.499
-210.435, -654.274, 15.729, 58.532
-210.389, -654.796, 15.703, 58.565
-210.339, -655.316, 15.677, 58.598
-210.287, -655.835, 15.651, 58.631
-210.232, -656.353, 15.624, 58.664
-210.174, -656.870, 15.598, 58.697
-210.113, -657.385, 15.572, 58.730
-210.048, -657.900, 15.546, 58.763
-209.980, -658.412, 15.520, 58.796
-209.908, -658.924, 15.494, 58.829
-209.832, -659.434, 15.468, 58.862
-209.753, -659.943, 15.442, 58.895
-209.669, -660.449, 15.415, 58.928
-209.580, -660.955, 15.390, 58.961
-209.488, -661.458, 15.364, 58.994
-209.391, -661.960, 15.339, 59.027
-209.291, -662.461, 15.315, 59.060
-209.187, -662.960, 15.291, 59.093
-209.079, -663.457, 15.268, 59.126
-208.968, -663.953, 15.244, 59.159
-208.854, -664.447, 15.220, 59.192
-208.738, -664.940, 15.197, 59.225
-208.619, -665.432, 15.173, 59.258
-208.498, -665.922, 15.148, 59.291
-208.375, -666.411, 15.124, 59.324
-208.251, -666.899, 15.099, 59.357
-208.126, -667.386, 15.073, 59.390
-208.000, -667.872, 15.048, 59.423
-207.873, -668.356, 15.022, 59.456
-207.745, -668.840, 14.996, 59.489
-207.617, -669.322, 14.970, 59.522
-207.490, -669.804, 14.945, 59.555
-207.361, -670.285, 14.919, 59.588
-207.234, -670.765, 14.894, 59.621
-207.106, -671.244, 14.868, 59.654
-206.978, -671.722, 14.844, 59.687
-206.850, -672.199, 14.819, 59.720
-206.722, -672.676, 14.794, 59.753
-206.594, -673.151, 14.770, 59.786
-206.467, -673.626, 14.745, 59.819
-206.338, -674.100, 14.721, 59.852
-206.210, -674.573, 14.697, 59.885
-206.081, -675.045, 14.673, 59.918
-205.952, -675.516, 14.649, 59.951
-205.822, -675.986, 14.625, 59.984
-205.691, -676.455, 14.601, 60.017
-205.560, -676.923, 14.576, 60.050
-205.427, -677.390, 14.552, 60.083
-205.294, -677.856, 14.528, 60.116
-205.159, -678.320, 14.504, 60.149
-205.023, -678.783, 14.480, 60.182
-204.886, -679.246, 14.456, 60.215
-204.748, -679.707, 14.432, 60.248
-204.608, -680.166, 14.408, 60.281
-204.467, -680.625, 14.384, 60.314
-204.324, -681.081, 14.360, 60.347
-204.179, -681.537, 14.336, 60.380
-204.033, -681.991, 14.312, 60.413
-203.884, -682.444, 14.288, 60.446
-203.734, -682.895, 14.264, 60.479
-203.582, -683.345, 14.241, 60.512
-203.428, -683.793, 14.217, 60.545
-203.272, -684.240, 14.194, 60.578
-203.114, -684.685, 14.170, 60.611
-202.954, -685.129, 14.147, 60.644
-202.792, -685.571, 14.123, 60.677
-202.627, -686.011, 14.100, 60.710
-202.461, -686.450, 14.077, 60.743
-202.293, -686.887, 14.054, 60.776
-202.123, -687.323, 14.031, 60.809
-201.951, -687.757, 14.008, 60.842
-201.777, -688.190, 13.985, 60.875
-201.600, -688.621, 13.962, 60.908
-201.422, -689.050, 13.938, 60.941
-201.242, -689.477, 13.915, 60.974
-201.059, -689.903, 13.892, 61.007
-200.875, -690.327, 13.869, 61.040
-200.688, -690.749, 13.846, 61.073
-200.499, -691.169, 13.823, 61.106
-200.308, -691.588, 13.800, 61.139
-200.115, -692.005, 13.778, 61.172
-199.920, -692.420, 13.755, 61.205
-199.724, -692.833, 13.732, 61.238
-199.525, -693.245, 13.709, 61.271
-199.324, -693.654, 13.687, 61.304
-199.120, -694.062, 13.664, 61.337
-198.915, -694.467, 13.641, 61.370
-198.707, -694.871, 13.618, 61.403
-198.497, -695.273, 13.596, 61.436
-198.285, -695.672, 13.573, 61.469
-198.071, -696.070, 13.551, 61.502
-197.855, -696.466, 13.529, 61.535
-197.636, -696.859, 13.506, 61.568
-197.415, -697.251, 13.484, 61.601
-197.192, -697.640, 13.462, 61.634
-196.966, -698.027, 13.439, 61.667
-196.738, -698.412, 13.417, 61.700
-196.508, -698.794, 13.395, 61.733
-196.275, -699.174, 13.372, 61.766
-196.040, -699.552, 13.350, 61.799
-195.803, -699.928, 13.329, 61.832
-195.563, -700.301, 13.307, 61.865
-195.321, -700.672, 13.285, 61.898
-195.077, -701.040, 13.263, 61.931
-194.830, -701.405, 13.241, 61.964
-194.580, -701.768, 13.218, 61.997
-194.328, -702.129, 13.197, 62.030
-194.074, -702.487, 13.176, 62.063
-193.817, -702.842, 13.154, 62.096
-193.558, -703.195, 13.132, 62.129
-193.296, -703.544, 13.110, 62.162
-193.031, -703.891, 13.089, 62.195
-192.764, -704.235, 13.066, 62.228
-192.495, -704.576, 13.045, 62.261
-192.222, -704.914, 13.023, 62.294
-191.947, -705.249, 13.002, 62.327
-191.670, -705.581, 12.981, 62.360
-191.390, -705.910, 12.959, 62.393
-191.108, -706.236, 12.939, 62.426
-190.823, -706.558, 12.916, 62.459
-190.535, -706.878, 12.895, 62.492
-190.246, -707.194, 12.875, 62.525
-189.954, -707.507, 12.854, 62.558
-189.659, -707.817, 12.833, 62.591
-189.362, -708.123, 12.811, 62.624
-189.062, -708.427, 12.790, 62.657
-188.760, -708.726, 12.768, 62.690
-188.455, -709.022, 12.747, 62.723
-188.149, -709.315, 12.727, 62.756
-187.839, -709.604, 12.706, 62.789
-187.528, -709.889, 12.685, 62.822
-187.214, -710.171, 12.664, 62.855
-186.898, -710.449, 12.643, 62.888
-186.579, -710.723, 12.621, 62.921
-186.258, -710.993, 12.601, 62.954
-185.935, -711.261, 12.582, 62.987
-185.609, -711.523, 12.560, 63.020
-185.282, -711.783, 12.540, 63.053
-184.952, -712.038, 12.519, 63.086
-184.620, -712.289, 12.498, 63.119
-184.286, -712.538, 12.479, 63.152
-183.951, -712.781, 12.458, 63.185
-183.613, -713.022, 12.438, 63.218
-183.273, -713.258, 12.417, 63.251
-182.932, -713.490, 12.397, 63.284
-182.589, -713.718, 12.378, 63.317
-182.244, -713.943, 12.357, 63.350
-181.897, -714.163, 12.337, 63.383
-181.548, -714.380, 12.315, 63.416
-181.198, -714.592, 12.295, 63.449
-180.847, -714.801, 12.276, 63.482
-180.494, -715.006, 12.255, 63.515
-180.139, -715.207, 12.236, 63.548
-179.783, -715.404, 12.214, 63.581
-179.425, -715.596, 12.195, 63.614
-179.066, -715.785, 12.176, 63.647
-178.706, -715.970, 12.155, 63.680
-178.345, -716.152, 12.136, 63.713
-177.982, -716.328, 12.115, 63.746
-177.618, -716.501, 12.095, 63.779
-177.253, -716.671, 12.076, 63.812
-176.887, -716.836, 12.056, 63.845
-176.520, -716.997, 12.037, 63.878
-176.152, -717.155, 12.016, 63.911
-175.783, -717.308, 11.997, 63.944
-175.413, -717.458, 11.978, 63.977
-175.042, -717.604, 11.958, 64.010
-174.671, -717.746, 11.939, 64.043
-174.299, -717.883, 11.918, 64.076
-173.926, -718.017, 11.899, 64.109
-173.552, -718.148, 11.881, 64.142
-173.178, -718.275, 11.861, 64.175
-172.803, -718.398, 11.842, 64.208
-172.428, -718.517, 11.822, 64.241
-172.052, -718.633, 11.803, 64.274
-171.676, -718.745, 11.785, 64.307
-171.299, -718.854, 11.765, 64.340
-170.922, -718.959, 11.746, 64.373
-170.545, -719.060, 11.726, 64.406
-170.167, -719.158, 11.707, 64.439
-169.789, -719.253, 11.689, 64.472
-169.411, -719.344, 11.669, 64.505
-169.033, -719.432, 11.650, 64.538
-168.655, -719.517, 11.632, 64.571
-168.277, -719.599, 11.612, 64.604
-167.899, -719.678, 11.593, 64.637
-167.520, -719.753, 11.574, 64.670
-167.142, -719.825, 11.555, 64.703
-166.764, -719.895, 11.536, 64.736
-166.386, -719.961, 11.517, 64.769
-166.008, -720.025, 11.498, 64.802
-165.631, -720.086, 11.480, 64.835
-165.253, -720.143, 11.459, 64.868
-164.876, -720.196, 11.441, 64.901
-164.498, -720.246, 11.424, 64.934
-164.120, -720.291, 11.415, 64.967
-163.743, -720.333, 11.416, 65.000
-163.364, -720.370, 11.423, 65.033
-162.984, -720.403, 11.444, 65.066
-162.603, -720.432, 11.474, 65.099
-162.221, -720.456, 11.507, 65.132
-161.837, -720.476, 11.549, 65.165
-161.451, -720.490, 11.591, 65.198
-161.064, -720.499, 11.639, 65.231
-160.674, -720.504, 11.693, 65.264
-160.284, -720.504, 11.742, 65.297
-159.891, -720.498, 11.794, 65.330
-159.497, -720.486, 11.842, 65.363
-159.102, -720.469, 11.893, 65.396
-158.705, -720.447, 11.944, 65.429
-158.308, -720.419, 11.990, 65.462
-157.909, -720.386, 12.037, 65.495
-157.508, -720.349, 12.084, 65.528
-157.107, -720.306, 12.126, 65.561
-156.705, -720.258, 12.170, 65.594
-156.303, -720.204, 12.209, 65.627
-155.900, -720.145, 12.250, 65.660
-155.496, -720.082, 12.292, 65.693
-155.092, -720.014, 12.331, 65.726
-154.687, -719.941, 12.371, 65.759
-154.281, -719.864, 12.409, 65.792
-153.875, -719.782, 12.449, 65.825
-153.469, -719.694, 12.487, 65.858
-153.063, -719.603, 12.527, 65.891
-152.655, -719.508, 12.570, 65.924
-152.248, -719.408, 12.610, 65.957
-151.840, -719.305, 12.651, 65.990
-151.432, -719.197, 12.692, 66.023
-151.023, -719.086, 12.734, 66.056
-150.613, -718.971, 12.777, 66.089
-150.203, -718.852, 12.819, 66.122
-149.793, -718.731, 12.862, 66.155
-149.382, -718.605, 12.904, 66.188
-148.971, -718.476, 12.947, 66.221
-148.560, -718.343, 12.989, 66.254
-148.148, -718.207, 13.032, 66.287
-147.736, -718.068, 13.077, 66.320
-147.323, -717.925, 13.120, 66.353
-146.909, -717.780, 13.164, 66.386
-146.496, -717.631, 13.207, 66.419
-146.082, -717.479, 13.250, 66.452
-145.667, -717.323, 13.290, 66.485
-145.253, -717.165, 13.325, 66.518
-144.839, -717.003, 13.351, 66.551
-144.425, -716.839, 13.363, 66.584
-144.013, -716.672, 13.362, 66.617
-143.602, -716.503, 13.349, 66.650
-143.193, -716.331, 13.328, 66.683
-142.786, -716.156, 13.299, 66.716
-142.381, -715.979, 13.267, 66.749
-141.979, -715.800, 13.231, 66.782
-141.579, -715.618, 13.195, 66.815
-141.180, -715.435, 13.161, 66.848
-140.785, -715.249, 13.126, 66.881
-140.391, -715.060, 13.094, 66.914
-140.000, -714.870, 13.064, 66.947
-139.611, -714.677, 13.037, 66.980
-139.224, -714.481, 13.011, 67.013
-138.839, -714.283, 12.989, 67.046
-138.456, -714.083, 12.969, 67.079
-138.075, -713.880, 12.949, 67.112
-137.696, -713.676, 12.932, 67.145
-137.319, -713.469, 12.914, 67.178
-136.943, -713.259, 12.898, 67.211
-136.570, -713.047, 12.881, 67.244
-136.199, -712.833, 12.865, 67.277
-135.829, -712.617, 12.850, 67.310
-135.461, -712.398, 12.833, 67.343
-135.095, -712.178, 12.817, 67.376
-134.732, -711.955, 12.799, 67.409
-134.370, -711.730, 12.782, 67.442
-134.010, -711.503, 12.764, 67.475
-133.653, -711.273, 12.746, 67.508
-133.297, -711.042, 12.728, 67.541
-132.944, -710.809, 12.709, 67.574
-132.592, -710.573, 12.691, 67.607
-132.243, -710.336, 12.672, 67.640
-131.896, -710.097, 12.653, 67.673
-131.550, -709.856, 12.635, 67.706
-131.207, -709.613, 12.616, 67.739
-130.866, -709.368, 12.597, 67.772
-130.527, -709.121, 12.578, 67.805
-130.191, -708.872, 12.560, 67.838
-129.857, -708.621, 12.541, 67.871
-129.525, -708.368, 12.523, 67.904
-129.195, -708.113, 12.505, 67.937
-128.867, -707.856, 12.487, 67.970
-128.542, -707.598, 12.469, 68.003
-128.219, -707.337, 12.450, 68.036
-127.899, -707.074, 12.432, 68.069
-127.581, -706.810, 12.415, 68.102
-127.265, -706.543, 12.397, 68.135
-126.952, -706.275, 12.379, 68.168
-126.641, -706.005, 12.360, 68.201
-126.333, -705.732, 12.343, 68.234
-126.027, -705.458, 12.325, 68.267
-125.723, -705.182, 12.307, 68.300
-125.423, -704.904, 12.289, 68.333
-125.125, -704.624, 12.271, 68.366
-124.830, -704.342, 12.253, 68.399
-124.537, -704.058, 12.236, 68.432
-124.247, -703.772, 12.218, 68.465
-123.960, -703.485, 12.200, 68.498
-123.676, -703.195, 12.182, 68.531
-123.395, -702.902, 12.164, 68.564
-123.116, -702.609, 12.148, 68.597
-122.841, -702.313, 12.129, 68.630
-122.569, -702.015, 12.112, 68.663
-122.300, -701.715, 12.093, 68.696
-122.035, -701.412, 12.076, 68.729
-121.772, -701.108, 12.060, 68.762
-121.513, -700.802, 12.041, 68.795
-121.257, -700.494, 12.024, 68.828
-121.005, -700.183, 12.006, 68.861
-120.757, -699.870, 11.989, 68.894
-120.512, -699.555, 11.973, 68.927
-120.271, -699.239, 11.955, 68.960
-120.033, -698.919, 11.938, 68.993
-119.800, -698.598, 11.919, 69.026
-119.571, -698.275, 11.902, 69.059
-119.345, -697.949, 11.887, 69.092
-119.124, -697.622, 11.868, 69.125
-118.907, -697.292, 11.852, 69.158
-118.695, -696.960, 11.832, 69.191
-118.488, -696.625, 11.816, 69.224
-118.284, -696.289, 11.801, 69.257
-118.086, -695.951, 11.782, 69.290
-117.892, -695.610, 11.767, 69.323
-117.704, -695.267, 11.755, 69.356
-117.520, -694.922, 11.756, 69.389
-117.340, -694.574, 11.770, 69.422
-117.165, -694.222, 11.789, 69.455
-116.995, -693.868, 11.819, 69.488
-116.827, -693.511, 11.858, 69.521
-116.665, -693.150, 11.900, 69.554
-116.505, -692.785, 11.950, 69.587
-116.351, -692.417, 12.002, 69.620
-116.200, -692.045, 12.058, 69.653
-116.052, -691.670, 12.118, 69.686
-115.908, -691.292, 12.174, 69.719
-115.767, -690.910, 12.232, 69.752
-115.631, -690.524, 12.285, 69.785
-115.498, -690.136, 12.339, 69.818
-115.368, -689.745, 12.392, 69.851
-115.241, -689.351, 12.440, 69.884
-115.118, -688.954, 12.487, 69.917
-114.999, -688.554, 12.530, 69.950
-114.883, -688.152, 12.573, 69.983
-114.769, -687.748, 12.616, 70.016
-114.659, -687.342, 12.656, 70.049
-114.552, -686.933, 12.696, 70.082
-114.448, -686.522, 12.734, 70.115
-114.347, -686.109, 12.773, 70.148
-114.250, -685.694, 12.811, 70.181
-114.155, -685.277, 12.851, 70.214
-114.063, -684.858, 12.892, 70.247
-113.974, -684.437, 12.932, 70.280
-113.887, -684.014, 12.974, 70.313
-113.803, -683.589, 13.014, 70.346
-113.722, -683.162, 13.057, 70.379
-113.643, -682.733, 13.101, 70.412
-113.567, -682.302, 13.143, 70.445
-113.493, -681.869, 13.187, 70.478
-113.421, -681.435, 13.230, 70.511
-113.353, -680.998, 13.275, 70.544
-113.287, -680.560, 13.319, 70.577
-113.223, -680.119, 13.364, 70.610
-113.162, -679.677, 13.408, 70.643
-113.104, -679.233, 13.453, 70.676
-113.047, -678.787, 13.499, 70.709
-112.994, -678.339, 13.545, 70.742
-112.943, -677.890, 13.590, 70.775
-112.894, -677.438, 13.636, 70.808
-112.848, -676.985, 13.682, 70.841
-112.804, -676.530, 13.727, 70.874
-112.763, -676.074, 13.773, 70.907
-112.724, -675.615, 13.818, 70.940
-112.688, -675.155, 13.865, 70.973
-112.654, -674.693, 13.912, 71.006
-112.622, -674.229, 13.958, 71.039
-112.593, -673.764, 14.005, 71.072
-112.566, -673.297, 14.051, 71.105
-112.542, -672.828, 14.098, 71.138
-112.519, -672.358, 14.145, 71.171
-112.500, -671.886, 14.192, 71.204
-112.482, -671.412, 14.239, 71.237
-112.467, -670.936, 14.287, 71.270
-112.454, -670.459, 14.334, 71.303
